property_type,area_m2,frontage_m,road_width_m,district,district_code,price_million_vnd,price_per_m2_million,source,url
land,100.0,5.0,5.5,Lien Chieu,5,4280.0,42.8,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-xuan-thieu-14-gan-bien-dt-100m2-es3188072
land,110.0,5.0,14.0,Hoa Vang,7,1070.0,9.73,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/cap-lien-ke-hon-200m2-o-hoan-toan-mat-tien-duong-8m-gia-dau-tu-chi-1ty070tr-lo-es3187881
land,80.0,5.0,7.5,Cam Le,6,4850.0,60.62,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-75m-ton-dan-gia-chi-55m-es3187309
land,97.0,5.0,7.5,Lien Chieu,5,4990.0,51.44,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mat-tien-duong-hoa-my-8-gan-ton-duc-thang-es3185374
land,80.0,5.0,5.0,Lien Chieu,5,5350.0,66.88,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/dep-hoa-phu-4-minh-es3184426
land,513.8,5.0,7.5,Son Tra,3,71000.0,138.19,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/chinh-chu-nhanh-lo-trung-tam-nguyen-cong-tru-es3182023
land,100.0,5.0,7.5,Lien Chieu,5,4650.0,46.5,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-bau-vang-5-trung-tam-hoa-khanh-es3181927
land,90.0,5.0,10.5,Lien Chieu,5,4850.0,53.89,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-dong-xoai-105m-thong-thoang-es3181638
land,72.0,5.0,5.5,Lien Chieu,5,5400.0,75.0,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/tang-nha-mat-tien-hoa-minh-7-vi-tri-cuc-dep-es3181406
land,110.0,5.0,10.0,Lien Chieu,5,5900.0,53.64,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-mat-tien-duong-luong-truc-dam-gan-ben-xe-es3180960
land,86.0,5.0,7.5,Lien Chieu,5,5400.0,62.79,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/lo-phu-thanh-10-noi-dai-truc-thong-ho-tung-mau-gia-dt-es3180343
land,100.0,5.0,7.0,Ngu Hanh Son,4,5500.0,55.0,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-nguyen-quy-anh-duong-7m5-doi-dien-fpt-plaza-es3177571
land,97.0,5.0,7.5,Hoa Vang,7,760.0,7.84,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-goc-2-mat-tien-cach-quoc-chi-300m-ngay-trung-tam-xa-gia-dau-tu-7xxtr-es3177395
land,100.0,5.0,10.5,Ngu Hanh Son,4,6300.0,63.0,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/duong-bui-quoc-khai-gan-bai-tam-tan-tra-es3176113
land,158.0,14.0,5.5,Lien Chieu,5,11000.0,69.62,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/2-lo-ke-duong-dao-cong-soan-truc-thong-bien-es3176111
land,115.0,5.0,7.5,Lien Chieu,5,5500.0,47.83,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/mt-duong-pham-nhu-xuong-vi-tri-vua-o-kinh-doanh-cuc-dinh-es3176109
land,187.0,5.0,7.5,Cam Le,6,7850.0,41.98,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/kiet-k16-tran-phuoc-thanh-thong-trinh-dinh-thao-es3176106
land,202.0,9.0,10.5,Lien Chieu,5,16000.0,79.21,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/can-1-cap-duong-10-5-nguyen-chanh-thong-bien-es3176081
land,93.0,5.0,7.5,Lien Chieu,5,4450.0,47.85,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/duong-bau-mac-20-sat-nguyen-an-ninh-es3176000
land,166.0,5.0,7.5,Lien Chieu,5,18790.0,113.19,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/chao-lo-goc-kinh-duong-vuong-va-pham-dinh-ho-es3152612
land,119.0,5.0,7.5,Ngu Hanh Son,4,6830.0,57.39,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/119m2-an-bac-4-gan-bv-600-giuong-huong-tay-6-83-ty-tl-es3175545
land,187.0,5.0,7.5,Cam Le,6,5700.0,30.48,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/187m2-150m2-odt-kiet-3-8m-tran-phuoc-thanh-so-san-5-7-ty-es3175338
land,97.0,5.0,97.0,Hoa Vang,7,760.0,7.84,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-goc-97m2-chi-7xxtr-gan-cho-dai-hiep-giap-cach-tttp-20km-es3175214
land,100.0,5.0,7.5,Ngu Hanh Son,4,5750.0,57.5,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/100m2-nguyen-quy-anh-kdt-phu-my-an-song-co-5-75-ty-es3175130
land,110.0,5.0,14.0,Hoa Vang,7,780.0,7.09,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-can-7-lo-nen-dai-hiep-nam-ngay-ql14b-thanh-pho-es3175086
land,137.0,5.0,7.5,Ngu Hanh Son,4,13000.0,94.89,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/duong-nguyen-khac-vien-lo-137m-mat-tien-6m-phuong-gia-13-ty-es3174937
land,228.0,5.0,7.5,Son Tra,3,25000.0,109.65,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-gap-lo-de-gia-dinh-di-nuoc-ngoai-cu-es3174476
land,100.0,5.0,7.5,Ngu Hanh Son,4,1950.0,19.5,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/gap-lo-vuong-vut-dep-va-re-nhat-thi-truong-hoa-quy-es3172829
land,96.5,5.0,7.5,Ngu Hanh Son,4,2450.0,25.39,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/tang-nha-cap-4-tren-dien-tich-963m2-tai-huynh-ba-chanh-es3173111
land,100.0,5.0,7.5,Cam Le,6,6100.0,61.0,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/sieu-co-hoi-dau-tu-lo-dam-sen-hoa-xuan-gan-nguyen-phuoc-lan-dt-100m2-gia-chi-6-1-ty-es3170837
land,99.0,4.5,7.5,Hai Chau,1,14300.0,144.44,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-duong-binh-minh-3-dt-99m2-es3170284
land,120.0,5.0,14.0,Hoa Vang,7,1190.0,9.92,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/giam-sau-lo-4-mat-tien-duong-nhua-tai-chi-nhinh-1-ty-es3170044
land,81.0,5.0,7.5,Ngu Hanh Son,4,2700.0,33.33,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/con-sot-lai-lo-dep-gia-re-nhanh-tay-so-huu-nen-tai-duong-binh-ky-es3169800
land,265.0,5.0,7.5,Hoa Vang,7,1600.0,6.04,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/265m2-dep-trung-tam-khuong-ngay-nga-tu-ql14b-va-dong-phu-2-es3169680
land,120.0,7.0,7.5,Hoa Vang,7,900.0,7.5,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/nen-tai-ngoc-khuong-dn-gia-chi-tu-9xxtr-lo-es3169623
land,100.0,5.0,7.5,Ngu Hanh Son,4,5350.0,53.5,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chinh-chu-lo-dam-sen-b2-122-02-sach-dep-gia-dau-tu-es3168138
land,62.0,5.0,7.5,Hoa Vang,7,600.0,9.68,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/mat-tien-duong-qh-375-dien-chi-600-trieu-es3167238
land,203.2,5.0,14.0,Hoa Vang,7,950.0,4.68,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/203-2m2-950-trieu-huong-lam-xa-khuong-dep-xuat-sac-es3166036
land,110.0,5.0,7.0,Ngu Hanh Son,4,4500.0,40.91,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-duy-nhat-con-xot-lai-duong-trung-hoa-1-quy-es3165945
land,439.9,5.0,7.5,Hoa Vang,7,1600.0,3.64,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/4399m2-co-200m2-o-tai-ninh-an-xa-ba-na-tp-es3165674
land,97.0,5.0,7.5,Ngu Hanh Son,4,4600.0,47.42,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nam-chac-chu-mt-mai-dang-chon-sat-cd-nghe-p-gia-dau-tu-es3165389
land,91.0,5.0,7.5,Lien Chieu,5,5800.0,63.74,homedy_land_list,https://homedy.com/ban-dat-quan-lien-chieu-da-nang/tang-nha-cap-4-mat-tien-10m5-tran-trieu-luat-khu-do-thi-moi-ngay-market-mega-gia-dau-tu-es3153765
land,504.0,24.0,7.5,Son Tra,3,177000.0,351.19,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/sieu-vang-ho-nghinh-504m-ngang-24m-cuc-hiem-giua-pho-tay-bien-my-khe-es3162505
land,150.0,5.0,7.5,Son Tra,3,11300.0,75.33,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-lo-mat-tien-ngo-quyen-gan-nga-tu-khuc-hao-khu-vuc-kinh-doanh-sam-uat-es3162298
land,94.0,5.0,7.5,Ngu Hanh Son,4,2400.0,25.53,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chao-kiet-duong-mai-dang-chon-p-gia-dau-tu-es3160114
land,162.0,5.0,7.5,Ngu Hanh Son,4,9100.0,56.17,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/mat-tien-nguyen-duy-trinh-gan-than-hien-thong-thang-truong-sa-di-bo-tam-non-nuoc-es3159636
land,137.0,5.0,7.0,Ngu Hanh Son,4,7200.0,52.55,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/sieu-pham-mat-tien-bien-thuy-no-hau-phong-nguyen-huu-cau-thong-thang-ra-es3158811
land,129.0,5.0,7.5,Ngu Hanh Son,4,7500.0,58.14,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-2-mat-tien-duong-75m-129m-ngang-khung-trung-tam-khu-do-thi-fpt-es3158670
land,108.0,5.0,9.5,Ngu Hanh Son,4,5750.0,53.24,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/khu-do-thi-fpt-ke-dai-hoc-truc-chinh-duong-9-5m-vai-phu-ra-bien-an-cu-dau-tu-es3158669
land,100.0,5.0,7.5,Cam Le,6,6300.0,63.0,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-vang-mat-tien-dien-hong-vi-tri-dac-dia-tiem-es3158280
land,1200.0,5.0,7.5,Hoa Vang,7,1250.0,1.04,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-hoi-so-huu-lo-hiem-tai-bac-es3158059
land,116.0,5.0,7.5,Ngu Hanh Son,4,5850.0,50.43,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/mat-tien-nguyen-duy-trinh-116m2-gan-vo-quy-huan-di-bo-tam-bien-tan-tra-es3156733
land,145.0,5.2,7.5,Ngu Hanh Son,4,5500.0,37.93,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/nam-viet-a-tang-nha-c4-145m-ngang-5-2m-kiet-o-to-5m-tran-hoanh-es3156799
land,263.0,5.0,7.0,Ngu Hanh Son,4,10900.0,41.44,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-goc-sieu-dep-no-hau-sat-song-do-toa-dien-tich-khung-265m-es3156728
land,74.0,4.5,5.5,Hai Chau,1,4300.0,58.11,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-pham-the-hien-hoa-cuong-bac-es3149049
land,462.0,5.0,7.5,Hai Chau,1,81000.0,175.32,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/mat-tien-duong-nui-thanh-sat-cong-vien-apec-es3147684
land,99.0,5.0,7.5,Hai Chau,1,11000.0,111.11,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-mat-tien-vi-tri-gan-cau-rong-khu-vuc-cuc-ky-phat-trien-es3145173
land,147.0,5.0,2.0,Hai Chau,1,26460.0,180.0,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/vip-vua-o-va-kinh-doanh-mat-tien-duong-2-9-khu-sam-uat-gan-cau-rong-es3139898
land,66.0,5.0,7.5,Hai Chau,1,4500.0,68.18,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-can-2-lo-lien-ke-binh-an-7-duong-rong-75m-es3135534
land,66.0,4.0,7.5,Hai Chau,1,4500.0,68.18,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/2-lo-lien-ke-mt-duong-75m-binh-an-7-es3131731
land,74.0,5.0,7.5,Hai Chau,1,3950.0,53.38,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/kiet-o-to-nguyen-thanh-han-es3085812
land,58.0,5.0,7.5,Hai Chau,1,2450.0,42.24,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-2-mat-kiet-duong-hoang-dieu-es3062879
land,70.0,5.0,7.5,Hai Chau,1,4000.0,57.14,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/tien-son-17-70m2-gia-4-ty-es2935480
land,147.0,5.0,30.0,Hai Chau,1,22000.0,149.66,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-30-thang-4-147m2-vi-tri-dep-gia-22-ty-es2932916
land,100.0,5.0,7.5,Hai Chau,1,6000.0,60.0,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/trung-tam-doi-dien-song-han-ho-tro-goi-vay-es2890390
land,173.0,5.0,7.5,Hai Chau,1,42000.0,242.77,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/sieu-pham-2-lo-doi-dien-chung-cu-fhome-27-tang-duong-ly-thuong-kiet-gia-42-ty-tl-es2866899
land,68.0,4.5,7.5,Hai Chau,1,3200.0,47.06,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-kep-cong-mat-tien-duong-pham-ngoc-thach-gan-cau-thuan-phuoc-es2482100
land,117.0,4.0,30.0,Hai Chau,1,14000.0,119.66,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/chinh-chu-can-nhanh-lo-duong-30-4-hien-dang-cho-thue-kinh-doanh-vi-tri-sat-le-thanh-nghi-es2801242
land,780.0,20.0,7.5,Hai Chau,1,200000.0,256.41,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-780-m2-duong-hoang-van-thu-p-phuoc-ninh-q-tp-es2609634
land,170.0,6.6,7.5,Hai Chau,1,75000.0,441.18,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-vang-170m2-mt-duong-bach-dang-song-han-ngay-cho-thue-150tr-th-es2457956
land,100.0,5.0,7.5,Hai Chau,1,7000.0,70.0,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/can-nhanh-nguyen-binh-q-canh-ben-kdt-regal-pavillon-gia-tot-es2137477
land,1000.0,5.0,7.5,Hai Chau,1,139000.0,139.0,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-vip-1000m2-2mt-duong-bach-dang-view-truc-dien-song-han-dep-gia-chi-139tr-m2-es2451033
land,103.0,5.0,7.5,Hai Chau,1,16000.0,155.34,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/gap-mat-tien-nguyen-thi-minh-khai-gan-benh-vien-phcn-gia-sap-160tr-m2-0901509599-es2311689
land,52.0,5.0,7.5,Hai Chau,1,2550.0,49.04,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/lo-2-mat-kiet-3m-duong-tieu-la-255-ty-es2400234
land,163.0,5.0,7.5,Hai Chau,1,14000.0,85.89,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/duong-nai-nam-8-gia-85-trieu-m2-es2182750
land,60.0,5.0,7.5,Hai Chau,1,3900.0,65.0,homedy_land_list,https://homedy.com/ban-dat-quan-hai-chau-da-nang/tang-nha-c3-hoa-cuong-nam-duong-75m-gan-thang-long-gia-re-nhat-thi-truong-es2364981
land,164.0,5.0,10.0,Son Tra,3,12200.0,74.39,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-164m2-duong-10m5-tran-duy-chien-gia-12-2-ty-es3154236
land,126.0,5.0,7.5,Son Tra,3,7500.0,59.52,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/chao-lo-ho-si-tan-es3151871
land,220.0,9.3,7.5,Son Tra,3,27500.0,125.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-nga-ba-dep-2-mat-tien-duong-nguyen-dinh-phuoc-truong-12-hoang-bich-dien-tich-s-es3138367
land,215.0,5.0,7.5,Son Tra,3,43000.0,200.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/cap-ho-nghinh-to-hien-thanh-vi-tri-trung-tam-tai-chinh-215m-gia-43-ty-es3138369
land,150.0,10.0,7.5,Son Tra,3,6300.0,42.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-duong-phan-ba-vanh-es3147749
land,242.0,10.0,7.5,Son Tra,3,13200.0,54.55,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-nhanh-lo-2-mat-tien-duong-ly-nhat-quang-gia-es3147731
land,330.0,5.0,7.5,Son Tra,3,23500.0,71.21,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-2mt-ngo-thi-hieu-nguyen-dinh-hoan-es3147701
land,103.0,5.4,10.5,Son Tra,3,12500.0,121.36,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/sieu-hot-lo-vang-duong-mai-hac-de-vi-tri-dac-dia-sat-cau-rong-es3147421
land,103.0,5.0,7.5,Son Tra,3,12500.0,121.36,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-nhanh-lo-duong-mai-hac-de-vi-tri-dac-dia-nay-sat-cau-rong-es3147247
land,99.0,5.0,7.5,Son Tra,3,9800.0,98.99,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-gan-bien-vo-nguyen-giap-gom-3-mat-tien-thong-thoang-es3145172
land,113.0,5.0,7.5,Son Tra,3,11000.0,97.35,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/tran-duy-chien-sat-bien-my-khe-ke-ben-sun-costa-residence-es3143241
land,90.0,4.5,5.0,Son Tra,3,4800.0,53.33,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/dep-lung-tua-nui-mat-huong-bien-es3143232
land,85.0,5.0,7.5,Son Tra,3,10000.0,117.65,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/chinh-chu-lo-bien-mat-tien-an-cu-5-dien-tich-85m2-thuong-luong-truc-tiep-es3139391
land,146.0,8.0,7.5,Son Tra,3,24000.0,164.38,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/chao-lo-goc-2-mat-tien-do-the-chap-va-phuoc-truong-8-es3138430
land,954.0,5.0,7.5,Son Tra,3,39000.0,40.88,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/mat-tien-van-don-vi-tri-hiem-dien-tich-lon-954m-gia-chi-39-ty-es3138371
land,150.0,10.0,7.5,Son Tra,3,8500.0,56.67,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/duong-phan-ba-vanh-es3133801
land,187.0,5.0,7.5,Son Tra,3,15000.0,80.21,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/duong-phan-huy-chu-ngay-du-an-sun-cosmo-cau-tran-thi-ly-es3132100
land,143.0,8.0,7.5,Son Tra,3,21000.0,146.85,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-2-mat-tien-duong-le-manh-trinh-es3131365
land,143.0,5.0,7.5,Son Tra,3,21000.0,146.85,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-2-mat-tien-nam-ngay-giao-le-manh-trinh-va-phuoc-tuong-8-es3131357
land,136.0,5.0,7.5,Son Tra,3,28500.0,209.56,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-2-mat-tien-hoang-sa-es3130009
land,187.0,10.0,6.0,Son Tra,3,15000.0,80.21,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-lien-ke-duong-phan-huy-chu-es3128417
land,122.0,5.0,7.5,Son Tra,3,14000.0,114.75,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/no-hau-mt-dang-vu-hy-cach-bien-my-khe-600m-122m2-0905848545-es3126988
land,180.0,10.0,7.5,Son Tra,3,33000.0,183.33,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-1-cap-duong-vuong-thua-vu-gan-bien-es3125312
land,307.0,5.0,7.5,Son Tra,3,50000.0,162.87,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/mat-tien-sieu-khung-tran-hung-dao-307m2-vi-tri-dac-dia-kinh-doanh-view-cau-rong-es3120400
land,532.0,5.0,7.5,Son Tra,3,29500.0,55.45,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/duy-nhat-1-manh-532m2-vi-tri-dep-le-huu-trac-dau-tu-sieu-loi-es3118592
land,153.0,5.0,7.5,Son Tra,3,30000.0,196.08,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/nhung-sieu-pham-bien-vi-tri-vang-dang-dau-tu-tren-tuyen-duong-es3088315
land,147.0,5.0,7.5,Son Tra,3,7900.0,53.74,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-2-mat-tien-gan-bien-es3076441
land,96.0,5.0,7.5,Son Tra,3,6600.0,68.75,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-khu-pho-du-lich-di-bo-xuong-bien-dien-tich-on-gia-re-es2988853
land,75.0,5.0,7.5,Son Tra,3,3600.0,48.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-dep-kiet-o-to-vao-tan-cua-vuong-no-hau-es2983221
land,60.0,5.0,7.0,Son Tra,3,4800.0,80.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/can-lo-truong-han-sieu-7m5-0799487444-es2944260
land,77.0,5.0,7.5,Son Tra,3,6300.0,81.82,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-dep-no-hau-sat-ben-pho-duong-dinh-nghe-0799487444-es2944258
land,130.0,5.0,7.5,Son Tra,3,14500.0,111.54,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/chu-can-ra-di-lo-duong-dinh-nghe-7m5-0799487444-es2944256
land,91.0,5.0,7.5,Son Tra,3,7100.0,78.02,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-tran-thanh-tong-91m-0799487444-es2944255
land,75.0,5.0,7.5,Son Tra,3,6000.0,80.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/toi-chinh-chu-can-lo-tai-gan-bien-khu-du-lich-dn-es2831316
land,290.0,5.0,7.5,Son Tra,3,46000.0,158.62,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-goc-mat-tien-duong-tran-hung-dao-ngay-cau-song-han-dien-tich-290-m2-so-do-trao-tay-es2887401
land,95.0,5.0,7.0,Son Tra,3,16500.0,173.68,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/gap-mt-duong-ha-chuong-gan-vo-nguyen-giap-cach-bien-my-khe-100m-gia-re-thuong-luong-manh-es2631538
land,190.0,5.0,7.5,Son Tra,3,10800.0,56.84,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/hot-gia-10-80-ty-thuong-luong-es2763280
land,1000.0,22.0,7.5,Son Tra,3,180000.0,180.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/sap-ham-lo-3-mat-tien-bien-my-khe-1000m2-22x40-gia-re-185tr-m2-lau-dai-xay-cao-tang-es2618488
land,190.0,10.0,7.5,Son Tra,3,41000.0,215.79,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/cap-dep-190m2-10x19-mt-duong-ha-chuong-gan-vo-nguyen-giap-cach-bien-my-khe-100m-es2632966
land,100.0,5.0,7.5,Son Tra,3,9000.0,90.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/gia-9-00-ty-thanh-pho-es2661681
land,336.0,5.0,5.0,Son Tra,3,24500.0,72.92,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/mat-tien-my-khe-sat-nguyen-van-thoai-es2639260
land,102.6,7.0,7.5,Son Tra,3,9230.0,89.96,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/duong-tran-dinh-dan-lo-hiem-ngang-7m-cach-bai-bien-man-thai-chi-150m-es2615647
land,200.0,10.0,7.5,Son Tra,3,52000.0,260.0,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/cap-mat-tien-vo-nguyen-giap-truc-dien-bien-rong-200-m2-ngang-10m-es2385779
land,335.0,5.0,15.0,Son Tra,3,54000.0,161.19,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/gap-lo-dep-2-mat-tien-335m2-goc-nga-4-duong-tran-hung-dao-gan-cau-rong-song-han-gia-re-es2563524
land,160.0,10.0,5.0,Son Tra,3,5800.0,36.25,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/ket-tien-gap-2-lo-lien-ke-duong-tran-duc-thong-gan-bien-gia-sup-ham-es2525550
land,72.0,5.0,7.5,Son Tra,3,2300.0,31.94,homedy_land_list,https://homedy.com/ban-dat-quan-son-tra-da-nang/lo-dep-hai-mat-kiet-tran-duy-chien-gan-bien-gia-23-ty-es2512863
land,285.0,12.0,7.5,Thanh Khe,2,14000.0,49.12,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/duong-ngo-duc-ke-es3151988
land,52.0,5.0,40.0,Thanh Khe,2,3200.0,61.54,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/nhinh-3-ty-lo-ham-nghi-52m2-ngang-rong-trung-tam-es3151885
land,81.0,5.0,7.5,Lien Chieu,5,4800.0,59.26,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/tang-nha-2-mt-xuan-thieu-7-12-phuong-hoa-hiep-nam-lien-chieu-es3151298
