property_type,area_m2,frontage_m,road_width_m,district,district_code,price_million_vnd,price_per_m2_million,source,url
land,81.0,5.0,7.5,Thanh Khe,2,7000.0,86.42,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/tang-nha-cap-4-phung-hungp-tay-tp-es3150045
land,256.0,10.0,7.5,Thanh Khe,2,25500.0,99.61,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/mat-tien-duong-nguyen-tat-xa-pho-es3149946
land,80.0,5.0,7.5,Thanh Khe,2,4250.0,53.12,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/duong-phu-loc-14-es3149818
land,81.0,5.0,7.5,Thanh Khe,2,4800.0,59.26,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/ba-n-duongg-nguyen-phuoc-75m-es3149028
land,136.0,5.0,7.0,Thanh Khe,2,4850.0,35.66,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/can-nhanh-136m2-mat-tien-duong-7m5-nguyen-nhu-hanh-es3145392
land,85.0,5.0,7.5,Thanh Khe,2,4350.0,51.18,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-duong-nguyen-dinh-tuu-noi-dai-gan-cho-vi-tri-dep-thoang-mat-es3142348
land,109.0,5.0,7.5,Thanh Khe,2,4650.0,42.66,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/duong-nguyen-nhu-hanh-gan-ton-duc-thang-es3142311
land,113.0,5.0,7.5,Thanh Khe,2,8400.0,74.34,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/can-lo-mt-duong-ly-thai-tong-es3138354
land,113.0,4.5,15.5,Thanh Khe,2,8400.0,74.34,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/mat-tien-duong-ly-thai-tong-gan-bien-es3137995
land,157.0,6.3,5.5,Thanh Khe,2,10000.0,63.69,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-goc-2-mat-tien-duong-ho-quy-ly-ngoc-hoi-es3132119
land,163.1,5.0,7.5,Thanh Khe,2,6000.0,36.79,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/mat-tien-duong-lon-pho-es3129471
land,72.0,5.0,7.5,Thanh Khe,2,3750.0,52.08,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/chinh-chu-rao-lo-kiet-o-to-nguyen-tat-tang-nha-cap-4-tren-es3114037
land,64.0,5.0,7.5,Thanh Khe,2,2800.0,43.75,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/kiet-o-to-5m-duong-nguyen-tat-thangthanh-es3085818
land,50.0,5.0,7.5,Thanh Khe,2,2200.0,44.0,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-2-mat-kiet-le-duan-es3059985
land,63.0,5.0,10.0,Thanh Khe,2,7500.0,119.05,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/mat-tien-duong-ha-huy-tap-phuong-hoa-es3044640
land,88.0,5.0,7.5,Thanh Khe,2,4950.0,56.25,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/mua-la-co-loi-ngay-cho-tan-an-1-can-duy-nhat-lo-goc-duong-hoa-9-es2868007
land,92.5,4.5,7.5,Thanh Khe,2,4900.0,52.97,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-mat-tien-duong-tran-anh-tong-es2798269
land,73.0,5.0,7.5,Thanh Khe,2,1900.0,26.03,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/lo-day-tiem-kiet-6m-thong-tu-huong-1ty9-es2530758
land,53.0,5.0,7.5,Thanh Khe,2,1500.0,28.3,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/chi-1ty570-chu-can-gap-lo-o-to-tai-kiet-nguyen-phuoc-es2525523
land,70.0,4.5,7.5,Thanh Khe,2,3500.0,50.0,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/toi-chinh-chu-can-lo-pham-van-nghi-gan-truong-cho-es2491572
land,200.0,5.0,7.5,Thanh Khe,2,9700.0,48.5,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/sieu-pham-re-chinh-chu-rao-lo-tho-cu-200m2-duong-tran-xuan-le-es2444924
land,200.0,7.0,7.5,Thanh Khe,2,14000.0,70.0,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/gap-lo-mat-tien-tran-cao-van-ngang-7m-doan-kinh-doanh-sam-uat-gia-tot-es2149645
land,50.0,5.0,7.5,Thanh Khe,2,2680.0,53.6,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/2-mat-kiet-o-to-241-54-truong-chinh-p-an-es3170528
land,75.0,6.0,7.5,Thanh Khe,2,2670.0,35.6,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/kiet-146-29-8-nguyen-hoang-trung-tam-es3170512
land,71.0,4.0,7.5,Thanh Khe,2,2750.0,38.73,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/kiet-o-to-150-nguyen-nhu-hanh-thong-van-hue-es3152696
land,76.0,5.0,5.0,Thanh Khe,2,3950.0,51.97,homedy_land_list,https://homedy.com/ban-dat-quan-thanh-khe-da-nang/dep-duong-nguyen-dinh-tuu-es3151160
land,81.0,5.0,7.5,Cam Le,6,3550.0,43.83,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-hoa-an-ke-ben-xe-trung-tam-va-cao-dang-fpt-es3144980
land,117.0,5.0,7.5,Cam Le,6,5590.0,47.78,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-2-mat-tien-tang-nha-mong-kien-co-es3131529
land,71.0,5.0,7.5,Cam Le,6,2900.0,40.85,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/kiet-7m-ngo-nhan-tinh-thong-nguyen-cong-hoan-es3126877
land,125.0,5.0,7.5,Cam Le,6,6350.0,50.8,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/gap-mat-tien-bac-son-gia-sap-san-tot-es3107637
land,113.0,5.0,7.0,Cam Le,6,4050.0,35.84,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/5x225m-mt-duong-7m5-thach-3m5-ngay-benxe-trug-tam-chinh-chu-es3085650
land,130.0,5.0,7.0,Cam Le,6,730.0,5.62,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/can-tien-tra-ngan-hang-nen-nhanh-lo-dep-ngay-mat-es3076237
land,126.2,5.0,7.5,Cam Le,6,7800.0,61.81,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/nga-tu-bui-hien-khu-dong-dan-cu-es3036928
land,99.5,5.0,7.5,Cam Le,6,1500.0,15.08,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/chinh-chu-can-nhanh-o-so-do-duong-ton-dan-hoa-phat-es3053562
land,500.0,5.0,7.5,Cam Le,6,17000.0,34.0,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/gap-500m2-so-hong-rieng-duong-tran-kim-xuyen-es3031653
land,107.0,6.5,7.5,Cam Le,6,4600.0,42.99,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-vip-ngang-65m-mat-tien-duong-ton-dan-kep-kiet-sau-25-es3018491
land,63.0,4.5,7.5,Cam Le,6,1850.0,29.37,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-no-hau-kiet-o-to-duong-trieu-quoc-es3026093
land,80.0,5.0,27.0,Cam Le,6,2350.0,29.38,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/kiet-o-to-gia-cuc-ky-tot-tien-ich-xung-quanh-es2976941
land,106.0,6.5,7.5,Cam Le,6,4200.0,39.62,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/nhanh-lo-dep-re-nhat-mat-tien-ton-dan-ve-ngang-65m-es2877487
land,200.0,5.0,29.0,Cam Le,6,13500.0,67.5,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/duong-lon-29-thang-3-tai-hoa-xuan-es2805064
land,84.0,5.0,7.5,Cam Le,6,1490.0,17.74,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/chao-lo-kiet-o-to-ton-dan-84m2-gia-chi-1ty4xx-es2785168
land,100.0,5.0,7.5,Cam Le,6,2480.0,24.8,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/can-khu-vuc-hoa-xuan-gia-2-48-ty-gan-van-tien-dung-va-tran-nam-trung-duong-7-5m-es2747594
land,120.0,5.0,7.5,Cam Le,6,4700.0,39.17,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/120m2-mat-tien-hoang-the-thien-tang-kem-25m2-ngoai-so-es2729278
land,170.0,5.0,7.5,Cam Le,6,5150.0,30.29,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/chao-lo-goc-mt-nguyen-cong-trieu-hoa-an-dn-es2668390
land,73.0,5.0,7.5,Cam Le,6,2300.0,31.51,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/chu-can-tien-gap-lo-kiet-be-tong-4m-binh-hoa15-khue-trung-es2617691
land,100.0,5.0,7.0,Cam Le,6,2490.0,24.9,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/ket-tien-gap-lo-hoa-xuan-duong-7m5-sach-de-gia-sup-ham-trong-tuan-es2527287
land,90.0,5.0,7.5,Cam Le,6,580.0,6.44,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/chinh-chu-can-gap-lo-tai-dien-tho-dong-dan-gan-cho-es2504203
land,129.0,5.0,7.5,Cam Le,6,522.0,4.05,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/can-lo-huong-dong-nam-tai-dien-hong-es2500765
land,109.0,5.0,7.5,Cam Le,6,1300.0,11.93,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/cat-lo-nhanh-trong-tuan-kiet-oto-duong-truong-son-gia-sup-ham-es2500610
land,113.0,5.0,7.5,Cam Le,6,3200.0,28.32,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/can-tien-gap-chinh-chu-113-m2-mat-duong-thach-ngay-ben-xe-trung-tam-es2420997
land,129.0,5.0,7.5,Cam Le,6,3150.0,24.42,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/gap-lo-2-mat-tien-duong-truong-son-33m-gia-sup-ham-es2460970
land,153.0,5.0,5.5,Cam Le,6,4600.0,30.07,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-goc-153-m2-2-mat-tien-duong-ho-ty-hoa-xuan-gan-pham-hung-4-6-es2443848
land,160.0,8.2,7.5,Cam Le,6,7500.0,46.88,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/2-mat-tien-duong-dinh-chau-gan-cho-hoa-song-gia-sieu-re-t7-2023-es2425140
land,100.0,5.0,7.5,Cam Le,6,3250.0,32.5,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/hoa-xuan-nam-tri-phuong-gia-re-es2423254
land,100.0,5.0,7.5,Cam Le,6,3090.0,30.9,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/mat-tien-thanh-luong-15-sat-goc-giao-voi-pham-xuan-an-cach-coing-vien-30m-es2416926
land,256.0,13.0,7.5,Cam Le,6,12500.0,48.83,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/gap-256m2-13x21-2-mat-tien-canh-cong-vien-duong-ton-that-ky-view-song-hoa-xuan-es2404671
land,74.2,4.5,7.5,Cam Le,6,4400.0,59.3,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/tang-nha-mt-duong-cao-xuan-huy-voi-gia-re-nhat-thi-truong-es2342678
land,90.0,5.0,7.5,Cam Le,6,2750.0,30.56,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/pho-ngo-nham-tinh-song-bac-son-p-hoa-an-es2278092
land,100.0,5.0,5.5,Cam Le,6,2050.0,20.5,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/mat-tien-5-5m-co-man-mai-3-hoa-xuan-gia-205-ty-es2192706
land,68.0,5.0,7.5,Cam Le,6,2890.0,42.5,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/2-mat-kiet-k483-ton-dan-thong-truong-chinh-es3173470
land,200.0,5.0,7.5,Cam Le,6,1590.0,7.95,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-200m-duong-son-phuong-hoa-xuan-kiet-o-to-5m-es3152745
land,61.0,5.0,7.5,Cam Le,6,2290.0,37.54,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/lo-kiet-o-to-cach-mang-thang-8-hoa-tho-dong-es3152018
land,100.0,5.0,7.5,Cam Le,6,2950.0,29.5,homedy_land_list,https://homedy.com/ban-dat-quan-cam-le-da-nang/hoa-tho-dong-can-es3083956
land,122.2,5.0,7.5,Hoa Vang,7,850.0,6.96,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/120-180m2-nen-solara-thinh-khuong-tp-8xx-9xxtr-lo-es3151032
land,143.0,5.0,14.0,Hoa Vang,7,870.0,6.08,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/solara-thinh-khuong-dep-chi-tu-6tr8-m2-es3150847
land,115.0,5.0,7.0,Ngu Hanh Son,4,6500.0,56.52,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-bien-duong-phan-tong-truc-thong-truong-sa-gan-bai-tam-non-nuoc-ngu-hanh-son-es3150517
land,149.0,5.0,14.0,Hoa Vang,7,910.0,6.11,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/solara-thinh-khuong-nen-dep-tp-es3150206
land,130.0,5.0,7.5,Hoa Vang,7,850.0,6.54,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/nen-solara-thinh-khuong-gia-hap-dan-es3149237
land,120.0,5.0,7.5,Hoa Vang,7,690.0,5.75,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chi-690tr-co-ngay-lo-120m2-ngang-hon-6m-canh-truong-hoc-duong-oto-luot-es3134508
land,135.0,5.0,7.5,Hoa Vang,7,1530.0,11.33,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/can-tai-thon-nhon-tho-130m2-ngang-5m-gia-1-530-ty-es2192816
land,140.0,5.0,7.5,Hoa Vang,7,1000.0,7.14,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/10x-trieu140m2-full-tho-kiet-o-to-gan-kcn-khanh-es3095237
land,105.0,5.0,2.0,Hoa Vang,7,1190.0,11.33,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/1190-trieukiet-o-to-gan-khu-cong-nghiep-khanh-thong-ra-duong-au-co-es3093822
land,252.0,5.0,7.5,Hoa Vang,7,1280.0,5.08,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/1280-ty-252m2-full-o-sat-ubnd-gan-cum-kcn-cong-nghe-cao-es3093797
land,100.0,5.0,7.0,Hoa Vang,7,1850.0,18.5,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lien-5-duong-7m5-sach-dep-khu-dan-cu-es2842537
land,100.0,5.0,5.5,Hoa Vang,7,1800.0,18.0,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/can-duong-5-5m-tdc-ben-xe-duc-long-phuoc-nguyen-an-dien-tich-100m-es2800750
land,120.0,8.0,5.0,Hoa Vang,7,835.0,6.96,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/phuoc-gan-ben-xe-duc-long-3-lo-lien-ke-duong-5m-chi-8xx-es2682501
land,120.0,5.0,14.0,Hoa Vang,7,500.0,4.17,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chi-con-dung-1lo-125m2-ngay-tt-500-so-huu-es2660365
land,120.0,5.0,14.0,Hoa Vang,7,420.0,3.5,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ngay-18-11-nhan-coc-nen-duy-xuyen-tang-1-chi-trong-chiet-khau-8-es2632856
land,120.0,5.0,7.5,Hoa Vang,7,740.0,6.17,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ngay-quoc-lo-14b-nhanh-800-trieu-co-ho-tro-vay-ngan-hang-400-es2617624
land,100.0,5.0,7.5,Hoa Vang,7,2400.0,24.0,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/100m2-duong-phan-thuc-truc-chau-dep-gia-24-ty-es2506870
land,123.0,5.0,14.0,Hoa Vang,7,700.0,5.69,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/gia-7xx-trieu-es2581411
land,123.0,5.0,14.0,Hoa Vang,7,730.0,5.93,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/gia-730-00-trieu-es2578954
land,241.0,5.0,14.0,Hoa Vang,7,500.0,2.07,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-dep-gan-tt-hanh-chinh-view-dong-gia-dau-tu-es2570111
land,150.0,5.0,11.5,Hoa Vang,7,2200.0,14.67,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/mat-duong-115m-gia-2-20-ty-es2569907
land,475.0,11.0,7.5,Hoa Vang,7,1870.0,3.94,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/xa-phong-475m2-co-250m2-o-mua-lam-vuon-dau-tu-rat-dep-es1935497
land,160.0,5.0,7.5,Hoa Vang,7,660.0,4.12,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chi-6xx-trieu-so-huu-ngay-lo-mat-tien-kinh-doanh-khu-dan-cu-truc-chinh-es2564647
land,173.0,5.0,6.0,Hoa Vang,7,730.0,4.22,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/can-gap-lo-truc-chinh-duong-6m-gia-chi-7xx-es2562580
land,111.0,10.0,14.0,Hoa Vang,7,420.0,3.78,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chu-sap-nguon-can-nhanh-lo-phu-my-cau-ngoc-ngang-10m-gia-4xx-es2557636
land,173.0,5.0,14.0,Hoa Vang,7,700.0,4.05,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chu-sap-nguon-ha-gia-dai-hiep-re-4xxtr-lo-es2556289
land,150.0,5.0,11.5,Hoa Vang,7,2500.0,16.67,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-can-mat-duong-115m-gia-re-nhu-cho-es2375452
land,127.0,5.0,7.5,Hoa Vang,7,570.0,4.49,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/sut-ham-2-lo-san-so-moi-gan-cho-le-trach-tien-duong-o-to-4m-es2513322
land,120.0,5.0,7.5,Hoa Vang,7,750.0,6.25,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/tien-lo-den-150-trieu-nhanh-tay-so-huu-dinh-cu-es2513315
land,150.0,5.0,5.0,Hoa Vang,7,570.0,3.8,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-can-150m2-duong-5m-cach-cho-le-trach-3km-gia-5xx-lo-es2449741
land,120.0,6.0,7.5,Hoa Vang,7,800.0,6.67,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chau-gan-cau-do-ngang-6-nhanh-chi-1ty550-so-san-es2434072
land,120.0,5.0,14.0,Hoa Vang,7,660.0,5.5,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ngay-my-quang-tuy-loan-2-lo-lien-ke-240m2-chi-6xx-shr-es2430157
land,180.0,6.0,14.0,Hoa Vang,7,550.0,3.06,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/gia-550-00-trieu-es2426020
land,356.0,12.0,8.0,Hoa Vang,7,770.0,2.16,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/minh-can-tien-nhanh-lo-360m2-gia-bao-thi-truong-es2425909
land,120.0,5.0,14.0,Hoa Vang,7,380.0,3.17,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/nhanh-giap-thi-tran-ai-nghia-dai-loc-quang-nam-es2422195
land,360.0,5.0,14.0,Hoa Vang,7,780.0,2.17,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/cach-15km-dt-360m2-duong-oto-tranh-nhau-duoc-es2421790
land,260.0,5.0,4.5,Hoa Vang,7,380.0,1.46,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/2-lo-lien-ke-260m2-view-dong-thoang-mat-giap-tt-thi-tran-ai-nghia-gia-chi-3xx-es2421379
land,120.0,8.0,7.5,Hoa Vang,7,900.0,7.5,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/tien-sup-ham-ngang-8m-so-hong-chinh-chu-chi-900-es2409878
land,208.8,7.0,7.5,Hoa Vang,7,790.0,3.78,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-dep-gia-chi-790-trieu-es2373524
land,150.0,5.0,7.5,Hoa Vang,7,590.0,3.93,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/3-lo-lien-ke-vua-tach-so-con-gia-chi-590-trieu-dong-150m2-tai-es2390609
land,210.0,5.0,7.5,Hoa Vang,7,790.0,3.76,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/790-trieu-210-m2-lo-khuong-my-phong-duong-be-tong-5m-o-to-thong-doi-dien-ao-ca-es2374668
land,100.0,5.0,11.0,Hoa Vang,7,610.0,6.1,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-mat-tien-duong-khu-dien-500m-590tr-lo-sat-truc-dt610-es2356366
land,100.0,10.0,11.0,Hoa Vang,7,610.0,6.1,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chu-can-tien-nhanh-2-lo-lien-ke-10x20-200m2-dien-ven-sat-cho-le-trach-es2355023
land,100.0,5.0,0.0,Hoa Vang,7,610.0,6.1,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ven-tien-gan-cho-le-trach-sat-duong-lien-xa-0to-5m-es2354841
land,143.0,5.5,7.5,Hoa Vang,7,1600.0,11.19,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/143m2-view-san-bong-gan-cau-do-xa-chau-voi-gia-re-1-6-ty-es2352645
land,209.0,7.0,7.5,Hoa Vang,7,720.0,3.44,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/qua-re-lo-chi-720-trieu-2088m2-tai-tp-duong-be-tong-5m-cuc-dep-es2350234
land,100.0,5.0,11.0,Hoa Vang,7,595.0,5.95,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/block-5-lo-lien-ke-moi-so-san-tung-ven-tien-sat-duong-vanh-dai-gia-yeu-thuong-chi-5xxtr-es2350237
land,475.0,5.0,7.5,Hoa Vang,7,1950.0,4.11,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/gan-500m2-chi-41-trieu-m2-duong-oto-thong-suot-mua-o-lam-vuon-qua-re-es1912085
land,150.0,5.0,5.0,Hoa Vang,7,2500.0,16.67,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/can-tien-gap-duong-go-lang-5-150m2-tai-es1514137
land,225.0,5.0,14.0,Hoa Vang,7,795.0,3.53,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/duy-nhat-1-lo-200m-sau-ql14b-gia-chi-7xx-trieu-es3175469
land,125.0,5.0,14.0,Hoa Vang,7,760.0,6.08,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-7xx-trieu-dau-tu-gi-sinh-loi-an-toandung-bo-qua-trung-tam-dai-hiep-es3175299
land,100.0,5.0,14.0,Hoa Vang,7,760.0,7.6,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/co-hoi-duy-nhat-2-mat-tien-gia-tot-khu-vuc-es3175020
land,125.0,10.0,7.5,Hoa Vang,7,1220.0,9.76,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/con-duy-nhat-3-lo-ngoc-khuong-brienz-gia-1-2x-ty-es3171551
land,125.0,5.0,14.0,Hoa Vang,7,1190.0,9.52,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/kham-pha-ngoc-khuong-brienz-dang-dau-tu-nhat-gia-chi-900-trieu-lo-es3170564
land,125.0,5.0,5.0,Hoa Vang,7,920.0,7.36,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/cap-lien-ke-tien-moi-gia-920-trieu-es3169708
land,120.0,5.0,7.5,Hoa Vang,7,1180.0,9.83,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-thuc-mo-30-lo-nen-trung-tam-es3168580
land,200.0,7.0,7.5,Hoa Vang,7,1290.0,6.45,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-200m-tho-cu-kiet-5m-phuong-xuan-new-es3145758
land,718.9,15.16,7.5,Hoa Vang,7,2400.0,3.34,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/chinh-chu-dt-718m2-ngang-1516m-thon-khuong-my-phong-es3112820
land,120.0,5.5,7.0,Hoa Vang,7,1350.0,11.25,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/ngang-55m-dt-120m2-duong-7m-gia-re-khuong-es3142267
land,132.5,5.0,7.5,Hoa Vang,7,1350.0,10.19,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/lo-kiet-dep-o-to-sau-ubnd-lien-gan-truong-cho-es3058981
land,160.0,5.0,14.0,Hoa Vang,7,245.0,1.53,homedy_land_list,https://homedy.com/ban-dat-huyen-hoa-vang-da-nang/nam-giang-gia-245-trieu-160met-vuong-es2796742
land,125.0,5.0,7.5,Ngu Hanh Son,4,2300.0,18.4,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chi-18tr-m2-so-huu-ngay-lo-kiet-duong-luu-quang-vu-gan-cho-khai-tay-p-hoa-quy-es3153761
land,100.0,5.0,7.5,Ngu Hanh Son,4,7250.0,72.5,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/lo-khu-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3152186
land,86.0,5.0,7.5,Ngu Hanh Son,4,5350.0,62.21,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/chao-lo-nam-viet-a-co-them-kiet-phia-sau-duong-doan-khue-es3151849
land,115.0,5.0,7.5,Ngu Hanh Son,4,6500.0,56.52,homedy_land_list,https://homedy.com/ban-dat-quan-ngu-hanh-son-da-nang/r-ba-n-duongg-phan-tong-75m-es3149293
